name,type,category,power,accuracy,pp,description,move_page_desc,makes_contact,introduced,priority
Headlong Rush,Ground,Physical,120,100,5,Lowers user's Defense.,"Headlong Rushdeals damage, but lowers the user's Defense and Special Defense stats by one stage each after attacking.",Yes,8,0
Heal Bell,Normal,Status,0,0,5,Heals the user's party's status conditions.,"Heals the user's party's status conditions.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Heal Bellturns intoZ-Heal Belland fully restores the user's HP, in addition to its usual effect as above.",No,2,0
Heal Block,Psychic,Status,0,100,15,Prevents the opponent from restoring HP for 5 turns.,"Prevents the opponent from restoring HP for 5 turns.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Heal Blockturns intoZ-Heal Blockand raises Special Attack two stages, in addition to its usual effect as above.",No,4,0
Heal Order,Bug,Status,0,0,10,User recovers half its max HP.,Heal Orderrecovers up to 50% of the user's maximum HP.,No,4,0
Heal Pulse,Psychic,Status,0,0,10,Restores half the target's max HP.,Heal Pulserestores half of the target's maximum HP. It can be used on team-mates but not on itself.,No,5,0
Healing Wish,Psychic,Status,0,0,10,The user faints and the next Pokémon released is fully healed.,"The user faints and the next Pokémon released is fully healed.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Healing Wishhas no additional effect.",No,4,0
Heart Stamp,Psychic,Physical,60,100,25,May cause flinching.,Heart Stampdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,Yes,5,0
Heart Swap,Psychic,Status,0,0,10,Stat changes are swapped with the opponent.,"Stat changes are swapped with the opponent.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Heart Swapturns intoZ-Heart Swapand raises critical-hit ratio one stage, in addition to its usual effect as above.",No,4,0
Heat Crash,Fire,Physical,0,100,10,"The heavier the user, the stronger the attack.","Heat Crashinflicts more damage the heavier the user compared to the opponent. The table shows the different base powers for each ratio, wherer = UserWeight ÷ TargetWeight",Yes,5,0
Heat Wave,Fire,Special,95,90,10,May burn opponent.,Heat Wavedeals damage and has a 10% chance of burning the target.,No,3,0
Heavy Slam,Steel,Physical,0,100,10,"The heavier the user, the stronger the attack.","Heavy Slaminflicts more damage the heavier the user compared to the opponent. The table shows the different base powers for each ratio, wherer = UserWeight ÷ TargetWeight",Yes,5,0
Helping Hand,Normal,Status,0,0,20,"In Double Battles, boosts the power of the partner's move.","In Double Battles, boosts the power of the partner's move.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Helping Handturns intoZ-Helping Handand eliminates any stat drops applied to the user, in addition to its usual effect as above.",No,3,5
Hex,Ghost,Special,65,100,10,Inflicts more damage if the target has a status condition.,"Hexinflicts damage, but if the target has a major status ailment (i.e. is burned, poisoned, paralyzed, asleep or frozen) it will double in power to 130.",No,5,0
Hidden Power,Normal,Special,60,100,15,Type and power depends on user's IVs.,"Hidden Powerdeals damage, however its type varies for every Pokémon, depending on that Pokémon's Individual Values (IVs). This makes it a useful move forcoverage- giving the Pokémon a type of move they don't normally have.",No,2,0
High Horsepower,Ground,Physical,95,95,10,The user fiercely attacks the target using its entire body.,"The user fiercely attacks the target using its entire body.Z-Move effectsWhen a Pokémon is holdingGroundium Zand uses its Z-Power,High Horsepowerturns intoTectonic Rageand has base power175.",Yes,7,0
High Jump Kick,Fighting,Physical,130,90,10,"If it misses, the user loses half their HP.","High Jump Kickdeals damage, however, if it misses the userkeeps going and crashes,losing1⁄2of its maximum HP.High Jump Kickcannot be used ifGravityis in effect.",Yes,1,0
Hold Back,Normal,Physical,40,100,40,Always leaves opponent with at least 1 HP.,"Always leaves opponent with at least 1 HP.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Hold Backturns intoBreakneck Blitzand has base power100.",Yes,6,0
Hold Hands,Normal,Status,0,0,40,Makes the user and an ally very happy.,"Makes the user and an ally very happy.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Hold Handsturns intoZ-Hold Handsand raises all stats one stage each, in addition to its usual effect as above.",No,6,0
Hone Claws,Dark,Status,0,0,15,Raises user's Attack and Accuracy.,Hone Clawsraises the user's Attack and Accuracy by one stage each.,No,5,0
Horn Attack,Normal,Physical,65,100,25,,Horn Attackdeals damage with no additional effect.,Yes,1,0
Horn Drill,Normal,Physical,0,30,5,"One-Hit-KO, if it hits.","If it hits,Horn Drillis guaranteed to make the opponent faint. Its accuracy increases if the user is a higher level than the target Pokémon, but fails if the target is higher level.",Yes,1,0
Horn Leech,Grass,Physical,75,100,10,User recovers half the HP inflicted on opponent.,Horn Leechdeals damage and the user will recover 50% of the HP drained.,Yes,5,0
Howl,Normal,Status,0,0,40,Raises Attack of allies.,Howlraises the Attack of the user and its teammates by one stage.,No,3,0
Hurricane,Flying,Special,110,70,10,May confuse opponent.,Hurricanedeals damage and has a 30% chance ofconfusingthe target.,No,5,0
Hydro Cannon,Water,Special,150,90,5,User must recharge next turn.,"User must recharge next turn.Z-Move effectsWhen a Pokémon is holdingWaterium Zand uses its Z-Power,Hydro Cannonturns intoHydro Vortexand has base power200.",No,3,0
Hydro Pump,Water,Special,110,80,5,,Hydro Pumpdeals damage with no additional effect.,No,1,0
Hydro Steam,Water,Special,80,100,15,Power increases in harsh sunlight.,"Hydro Steamdeals damage, and its power is boosted by 50% in harsh sunlight, instead of being reduced.",No,9,0
Hydro Vortex,Water,0,0,0,1,Water type Z-Move.,"Hydro Vortexis the Water type Z-Move, introduced in Pokémon Sun/Moon.",No,7,0
Hyper Beam,Normal,Special,150,90,5,User must recharge next turn.,"Hyper Beamdeals damage, but the user must recharge on the next turn (bringing its effective power down to 75 per turn).",No,1,0
Hyper Drill,Normal,Physical,100,100,5,Can strike through Protect/Detect.,Can strike through Protect/Detect.,Yes,9,0
Hyper Fang,Normal,Physical,80,90,15,May cause flinching.,Hyper Fangdeals damage and has a 10% chance of causing the target to flinch (if the target has not yet moved).,Yes,1,0
Hyper Voice,Normal,Special,90,100,10,,"Hyper Voicedeals damage with no additional effect, besides targeting multiple foes.Hyper Voicehas no effect on Pokémon with the abilitySoundproof.",No,3,0
Hyperspace Fury,Dark,Physical,100,∞,5,Lowers user's Defense. Can strike through Protect/Detect.,"Hyperspace Furydeals damage but lowers the user's Defense by one stage after attacking. The move always hits, even if the target used aProtect-like move.",No,6,0
Hyperspace Hole,Psychic,Special,80,∞,5,Can strike through Protect/Detect.,"Hyperspace Holedeals damage and always hits, even if the target used aProtect-like move.",No,6,0
Hypnosis,Psychic,Status,0,60,20,Puts opponent to sleep.,"Hypnosisputs the target to sleep, if it hits. Sleeping Pokémon cannot move (with some exceptions such asSnore). Sleep lasts for 1-3 turns.",No,1,0
Ice Ball,Ice,Physical,30,90,20,Doubles in power each turn for 5 turns.,"Ice Balldeals damage for 5 turns, doubling in power each turn. The move stops if it misses on any turn. If it doesn't miss,Ice Ballwill deal 30, 60, 120, 240 and 480 base power damage each turn respectively.",Yes,3,0
Ice Beam,Ice,Special,90,100,10,May freeze opponent.,Ice Beamdeals damage and has a 10% chance of freezing the target.,No,1,0
Ice Burn,Ice,Special,140,90,5,"Charges on first turn, attacks on second. May burn opponent.","The user ofIce Burnwill charge on the first turn. On the second turn, it deals damage and has a 30% chance of burning the target.",No,5,0
Ice Fang,Ice,Physical,65,95,15,May cause flinching and/or freeze opponent.,"Ice Fangdeals damage, has a 10% chance of freezing the target and has a 10% chance of causing the target to flinch (if the target has not yet moved).",Yes,4,0
Ice Hammer,Ice,Physical,100,90,10,"The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.","The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.							(100% chance)Z-Move effectsWhen a Pokémon is holdingIcium Zand uses its Z-Power,Ice Hammerturns intoSubzero Slammerand has base power180.",Yes,7,0
Ice Punch,Ice,Physical,75,100,15,May freeze opponent.,Ice Punchdeals damage and has a 10% chance of freezing the target.,Yes,1,0
Ice Shard,Ice,Physical,40,100,30,User attacks first.,Ice Sharddeals damage and has a priority of +1.,No,4,1
Ice Spinner,Ice,Physical,80,100,15,Removes effects of Terrain.,Removes effects of Terrain.,Yes,9,0
Icicle Crash,Ice,Physical,85,90,10,May cause flinching.,Icicle Crashdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,No,5,0
Icicle Spear,Ice,Physical,25,100,30,Hits 2-5 times in one turn.,"Icicle Spearhits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.",No,3,0
Icy Wind,Ice,Special,55,95,15,Lowers opponent's Speed.,Icy Winddeals damage and lowers the target's Speed by one stage.,No,2,0
Imprison,Psychic,Status,0,0,10,Opponent is unable to use moves that the user also knows.,"Opponent is unable to use moves that the user also knows.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Imprisonturns intoZ-Imprisonand raises Special Defense two stages, in addition to its usual effect as above.",No,3,0
Incinerate,Fire,Special,60,100,15,Destroys the target's held berry.,"Incineratedeals damage and if the target is holding a Berry, it is burnt and becomes no longer usable.",No,5,0
Infernal Parade,Ghost,Special,60,100,15,Inflicts double damage if the target has a status condition.,"Infernal Paradedeals damage and has a 30% chance of burning the target. If the target already has a status condition, its power is doubled.",No,8,0
Inferno,Fire,Special,100,50,5,Burns opponent.,"Infernodeals damage and burns the target, if it hits. Burned Pokémon lose1⁄8of their maximum HP each turn and their Attack is decreased by 50%.",No,5,0
Inferno Overdrive,Fire,0,0,0,1,Fire type Z-Move.,"Inferno Overdriveis the Fire type Z-Move, introduced in Pokémon Sun/Moon.",No,7,0
Infestation,Bug,Special,20,100,20,"Traps opponent, damaging them for 4-5 turns.","Infestationinflicts damage on the first turn then traps the opponent, causing them to lose1⁄8of their maximum HP after each turn, for 4-5 turns.",Yes,6,0
Ingrain,Grass,Status,0,0,20,User restores HP each turn. User cannot escape/switch.,"The user ofIngrainplants it roots,which restores1⁄16of its maximum HP at the end of each turn, but prevents switching out.",No,3,0
Instruct,Psychic,Status,0,0,15,Allows an ally to use a move instead.,"Instructtells the user's teammate in a double/triple battle to use its most recent move instead of them. In other words, it allows a teammate to attack twice instead of the two Pokémon attacking once each.",No,7,0
Ion Deluge,Electric,Status,0,0,25,Changes Normal-type moves to Electric-type.,"Ion Delugechanges Normal-type moves to Electric-type for all Pokémon on the field, for the remainder of the turn.",No,6,1
Iron Defense,Steel,Status,0,0,15,Sharply raises user's Defense.,Iron Defenseraises the user's Defense by two stages.,No,3,0
Iron Head,Steel,Physical,80,100,15,May cause flinching.,Iron Headdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,Yes,4,0
Iron Tail,Steel,Physical,100,75,15,May lower opponent's Defense.,Iron Taildeals damage and has a 30% chance of lowering the target's Defense by one stage.,Yes,2,0
Ivy Cudgel,Grass,Physical,100,0,0,High critical hit ratio. Type changes based on form.,Ivy Cudgeldeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24). Its type changes based on the mask worn byOgerpon:,No,9,0
Jaw Lock,Dark,Physical,80,100,10,Prevents user and opponent from switching out.,Prevents user and opponent from switching out.,Yes,8,0
Jet Punch,Water,Physical,60,100,15,Always goes first.,Always goes first.,Yes,9,1
Judgment,Normal,Special,100,100,10,Type depends on the Arceus Plate being held.,"Type depends on the Arceus Plate being held.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Judgmentturns intoBreakneck Blitzand has base power180.",No,4,0
Jump Kick,Fighting,Physical,100,95,10,"If it misses, the user loses half their HP.","Jump Kickdeals damage, however, if it misses the userkeeps going and crashes,losing1⁄2of its maximum HP.Jump Kickcannot be used ifGravityis in effect.",Yes,1,0
Jungle Healing,Grass,Status,0,0,10,Restores team's HP and cures status conditions.,Restores team's HP and cures status conditions.,No,8,0
Karate Chop,Fighting,Physical,50,100,25,High critical hit ratio.,Karate Chopdeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).,Yes,1,0
Kinesis,Psychic,Status,0,80,15,Lowers opponent's Accuracy.,Kinesislowers the target's Accuracy by one stage.,No,1,0
King's Shield,Steel,Status,0,0,10,Protects the user and lowers opponent's Attack on contact.,"King's Shieldprevents any Physical or Special attacks targeted at the user from striking, for the duration of the turn. If a contact move is targeted at theKing's Shielduser, the opponent's Attack is lowered by two stages. It has priority +4 so will activate before most other moves.",No,6,4
Knock Off,Dark,Physical,65,100,20,Removes opponent's held item for the rest of the battle.,"Knock Offdeals damage and if the target has a held item, damage is increased by 50% (i.e. 97.5 base power) and the item is removed for the remainder of the battle (switching out does not restore the item). All items are restored at the end of a battle.",Yes,3,0
Kowtow Cleave,Dark,Physical,85,∞,10,Always hits.,Always hits.,Yes,9,0
Land's Wrath,Ground,Physical,90,100,10,,Land's Wrathdeals damage with no additional effects.,No,6,0
Laser Focus,Normal,Status,0,0,30,User's next attack is guaranteed to result in a critical hit.,"User's next attack is guaranteed to result in a critical hit.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Laser Focusturns intoZ-Laser Focusand raises Attack one stage, in addition to its usual effect as above.",No,7,0
Lash Out,Dark,Physical,75,100,5,Double power if stats were lowered during the turn.,"The user lashes out to vent its frustration toward the target. If its stats were lowered during the turn, the power of this move is doubled.",Yes,8,0
Last Resort,Normal,Physical,140,100,5,Can only be used after all other moves are used.,"Last Resortdeals high damage, but will fail if the user has not used each of its other moves at least once (or has no other moves). If the user switches out, the move getsresetand when it switches back in, will need to use each of its other moves at least once in order to useLast Resortagain.",Yes,4,0
